trade_date,index_name,open_price,high_price,low_price,close_price,shares_traded,turnover_cr
2025-10-30,NIFTY 50,25984.4,26032.05,25845.25,25877.85,257373001,24180.46
2025-10-31,NIFTY 50,25863.8,25953.75,25711.2,25722.1,334384400,28788.4
2025-11-03,NIFTY 50,25696.85,25803.1,25645.5,25763.35,275858501,23949.88
2025-11-04,NIFTY 50,25744.75,25787.4,25578.4,25597.65,305143084,29307.41
2025-11-06,NIFTY 50,25593.35,25679.15,25491.55,25509.7,371852417,36129.62
2025-11-07,NIFTY 50,25433.8,25551.25,25318.45,25492.3,305606393,35487
2025-11-10,NIFTY 50,25503.5,25653.45,25503.5,25574.35,243592948,25023.65
2025-11-11,NIFTY 50,25617,25715.8,25449.25,25694.95,297714069,28285.51
2025-11-12,NIFTY 50,25834.3,25934.55,25781.15,25875.8,343864299,30633.19
2025-11-13,NIFTY 50,25906.1,26010.7,25808.4,25879.15,385170023,30145.74
2025-11-14,NIFTY 50,25767.9,25940.2,25740.8,25910.05,518943416,33121.81
2025-11-17,NIFTY 50,25948.2,26024.2,25906.35,26013.45,264610565,23384.35
2025-11-18,NIFTY 50,26021.8,26029.85,25876.5,25910.05,280000989,26059.6
2025-11-19,NIFTY 50,25918.1,26074.65,25856.2,26052.65,250110008,24496.86
2025-11-20,NIFTY 50,26132.1,26246.65,26063.2,26192.15,240425729,25000.17
2025-11-21,NIFTY 50,26109.55,26179.2,26052.2,26068.15,235581427,24720.07
2025-11-24,NIFTY 50,26122.8,26142.8,25912.15,25959.5,464655063,44895.45
2025-11-25,NIFTY 50,25998.5,26032.6,25857.5,25884.8,260454909,25320.15
2025-11-26,NIFTY 50,25842.95,26215.15,25842.95,26205.3,275265169,31666.03
2025-11-27,NIFTY 50,26261.25,26310.45,26141.9,26215.55,240287057,25306.47
2025-11-28,NIFTY 50,26237.45,26280.75,26172.4,26202.95,202511545,20525.36
2025-12-01,NIFTY 50,26325.8,26325.8,26124.2,26175.75,213828573,21734.75
2025-12-02,NIFTY 50,26087.95,26154.6,25997.85,26032.2,254803113,26298.82
2025-12-03,NIFTY 50,26004.9,26066.45,25891,25986,265660108,25320.85
2025-12-04,NIFTY 50,25981.85,26098.25,25938.95,26033.75,248099545,26377.76
2025-12-05,NIFTY 50,25999.8,26202.6,25985.35,26186.45,249254405,27491.07
2025-12-08,NIFTY 50,26159.8,26178.7,25892.25,25960.55,320729920,31677.57
2025-12-09,NIFTY 50,25867.1,25923.65,25728,25839.65,275978160,29894.41
2025-12-10,NIFTY 50,25864.05,25947.65,25734.55,25758,207944446,21975.7
2025-12-11,NIFTY 50,25771.4,25922.8,25693.25,25898.55,206099631,20145.19
2025-12-12,NIFTY 50,25971.2,26057.6,25938.45,26046.95,216344338,19484.07
2025-12-15,NIFTY 50,25930.05,26047.15,25904.75,26027.3,181557703,17444.03
2025-12-16,NIFTY 50,25951.5,25980.75,25834.35,25860.1,264351195,23554.69
2025-12-17,NIFTY 50,25902.4,25929.15,25770.35,25818.55,206521258,19787.57
2025-12-18,NIFTY 50,25764.7,25902.35,25726.3,25815.55,197553755,20046.07
2025-12-19,NIFTY 50,25911.5,25993.35,25880.45,25966.4,382927284,36600.58
2025-12-22,NIFTY 50,26055.85,26180.7,26047.8,26172.4,252990050,25333.26
2025-12-23,NIFTY 50,26205.2,26233.55,26119.05,26177.15,216553840,19670.5
2025-12-24,NIFTY 50,26170.65,26236.4,26123,26142.1,188846828,17474.44
2025-12-26,NIFTY 50,26121.25,26144.2,26008.6,26042.3,142243763,12263.06
2025-12-29,NIFTY 50,26063.35,26106.8,25920.3,25942.1,234312888,18184.45
2025-12-30,NIFTY 50,25940.9,25976.75,25878,25938.85,396893959,39492.31
2025-12-31,NIFTY 50,25971.05,26187.95,25969,26129.6,246314941,20703.99
2026-01-01,NIFTY 50,26173.3,26197.55,26113.4,26146.55,425631910,23454.66
2026-01-02,NIFTY 50,26155.1,26340,26118.4,26328.55,357547806,23770.13
2026-01-05,NIFTY 50,26333.7,26373.2,26210.05,26250.3,338777649,25742.83
2026-01-06,NIFTY 50,26189.7,26273.95,26124.75,26178.7,383040203,34567.52
2026-01-07,NIFTY 50,26143.1,26187.15,26067.9,26140.75,338216740,30232.63
2026-01-08,NIFTY 50,26106.5,26133.2,25858.45,25876.85,328520950,27556.32
2026-01-09,NIFTY 50,25840.4,25940.6,25623,25683.3,348757262,27486.64
2026-01-12,NIFTY 50,25669.05,25813.15,25473.4,25790.25,275757268,23874.45
2026-01-13,NIFTY 50,25897.35,25899.8,25603.3,25732.3,339536336,31434.03
2026-01-14,NIFTY 50,25648.55,25791.75,25603.95,25665.6,393126596,28944.88
2026-01-16,NIFTY 50,25696.05,25873.5,25662.4,25694.35,434041776,37156.05
2026-01-19,NIFTY 50,25653.1,25653.3,25494.35,25585.5,443087953,33632.38
2026-01-20,NIFTY 50,25580.3,25585,25171.35,25232.5,409772324,31020.36
2026-01-21,NIFTY 50,25141,25300.95,24919.8,25157.5,395624981,30984.61
2026-01-22,NIFTY 50,25344.15,25435.75,25168.5,25289.9,486395433,34583.24
2026-01-23,NIFTY 50,25344.6,25347.95,25025.3,25048.65,393944908,31844.65
2026-01-27,NIFTY 50,25063.35,25246.65,24932.55,25175.4,618696080,50989.25
2026-01-28,NIFTY 50,25258.85,25372.1,25187.65,25342.75,574903942,42364.52
2026-01-29,NIFTY 50,25345,25458.15,25159.8,25418.9,582389331,44306.95
2026-01-30,NIFTY 50,25247.55,25370.7,25213.65,25320.65,508388604,40772.08
2026-02-01,NIFTY 50,25333.75,25440.9,24571.75,24825.45,379370206,25572.6
2026-02-02,NIFTY 50,24796.5,25108.1,24679.4,25088.4,449215604,34038.26
2026-02-03,NIFTY 50,26308.05,26341.2,25641.3,25727.55,637263148,52338.39
2026-02-04,NIFTY 50,25675.05,25818.55,25563.95,25776,429788986,36899.12
2026-02-05,NIFTY 50,25755.9,25757.65,25579.5,25642.8,343812628,28582.32
2026-02-06,NIFTY 50,25605.8,25703.95,25491.9,25693.7,375476124,29777.45
2026-02-09,NIFTY 50,25888.7,25922.25,25780.9,25867.3,359386006,28449.55
2026-02-10,NIFTY 50,25922.65,25989.45,25870.45,25935.15,460878237,32795.1
2026-02-11,NIFTY 50,25997.45,26009.4,25899.8,25953.85,331389240,31456.05
2026-02-12,NIFTY 50,25906.7,25906.7,25752.4,25807.2,419388014,38977.68
2026-02-13,NIFTY 50,25571.15,25630.35,25444.3,25471.1,453523192,40137.15
2026-02-16,NIFTY 50,25423.6,25697,25372.7,25682.75,325487729,22205.92
2026-02-17,NIFTY 50,25637.95,25764.4,25570.3,25725.4,378436265,27818.81
2026-02-18,NIFTY 50,25752.65,25828.05,25645.15,25819.35,400807585,22228.22
2026-02-19,NIFTY 50,25873.35,25885.3,25388.75,25454.35,333658812,24756.87
2026-02-20,NIFTY 50,25406.55,25663.55,25379.75,25571.25,309373691,24024.7
2026-02-23,NIFTY 50,25678.4,25771.45,25609.35,25713,399135843,25494.64
2026-02-24,NIFTY 50,25641.8,25641.8,25327.6,25424.65,439068188,36735.38
2026-02-25,NIFTY 50,25512.6,25652.6,25428.2,25482.5,414215742,31084.17
2026-02-26,NIFTY 50,25556.3,25572.95,25400.95,25496.55,405219244,33155.5
2026-02-27,NIFTY 50,25459.85,25476.4,25141.3,25178.65,438924282,38634.68
2026-03-02,NIFTY 50,24659.25,24989.35,24603.5,24865.7,519228821,41306.37
2026-03-04,NIFTY 50,24388.8,24602.45,24305.4,24480.5,598993881,47700.19
2026-03-05,NIFTY 50,24615.95,24854.2,24529.4,24765.9,504339053,40011.88
2026-03-06,NIFTY 50,24656.4,24700.8,24415.75,24450.45,433408256,35453.32
2026-03-09,NIFTY 50,23868.05,24078.15,23697.8,24028.05,526901605,40569.31
2026-03-10,NIFTY 50,24280.8,24303.8,24079.95,24261.6,444283436,36657.53
2026-03-11,NIFTY 50,24231.85,24299,23834.3,23866.85,407400643,32549.4
2026-03-12,NIFTY 50,23674.85,23833.15,23556.3,23639.15,501004098,40147.62
2026-03-13,NIFTY 50,23462.5,23492.4,23112,23151.1,519776752,40786.7
2026-03-16,NIFTY 50,23116.1,23502,22955.25,23408.8,540293230,44710.21
2026-03-17,NIFTY 50,23493.2,23656.8,23346.6,23581.15,458788167,34495.73
2026-03-18,NIFTY 50,23632.9,23862.25,23618.45,23777.8,382876401,28805.6
2026-03-19,NIFTY 50,23197.75,23378.7,22930.35,23002.15,550147401,42000.27
2026-03-20,NIFTY 50,23110.15,23345.15,23067.6,23114.5,663289390,50308.33
2026-03-23,NIFTY 50,22824.35,22851.7,22471.25,22512.65,550275334,41002.59
2026-03-24,NIFTY 50,22878.45,23057.3,22624.2,22912.4,538098322,43385.04
2026-03-25,NIFTY 50,23064.4,23465.35,23063.2,23306.45,505418973,40733.98
2026-03-27,NIFTY 50,23173.55,23186.1,22804.55,22819.6,612556883,47239.2
2026-03-30,NIFTY 50,22549.65,22714.1,22283.85,22331.4,698599891,53093.7
2026-04-01,NIFTY 50,22899,22941.3,22618.6,22679.4,517954448,41192.2
2026-04-02,NIFTY 50,22383.4,22782.3,22182.55,22713.1,495121035,38669.56
2026-04-06,NIFTY 50,22780.3,22998.35,22542.95,22968.25,426416812,35893.16
2026-04-07,NIFTY 50,22838.7,23153.85,22719.3,23123.65,476981883,38940.47
2026-04-08,NIFTY 50,23855.15,24025.15,23828.5,23997.35,639257993,56557.11
2026-04-09,NIFTY 50,23909.05,23990.75,23682.8,23775.1,466587329,40443.59
2026-04-10,NIFTY 50,23880.55,24074.05,23856.35,24050.6,481302436,40109.22
2026-04-13,NIFTY 50,23589.6,23907.4,23555.6,23842.65,488844789,41931.51
2026-04-15,NIFTY 50,24163.8,24280.9,24145.8,24231.3,460334041,38376.84
2026-04-16,NIFTY 50,24385.2,24400.95,24102.8,24196.75,508017772,44634.35
2026-04-17,NIFTY 50,24165.9,24371.9,24096.05,24353.55,498625189,35373.29
2026-04-20,NIFTY 50,24391.5,24480.65,24241.25,24364.85,415942883,35042.31
2026-04-21,NIFTY 50,24374.55,24601.7,24354.9,24576.6,425826834,37315.7
2026-04-22,NIFTY 50,24470.85,24515.95,24352.9,24378.1,440524292,38980.03
2026-04-23,NIFTY 50,24202.35,24310.2,24134.8,24173.05,467549860,39616.97
2026-04-24,NIFTY 50,24100.55,24206,23813.65,23897.95,438433486,36898.39
2026-04-27,NIFTY 50,23945.45,24130.7,23936.2,24092.7,430297937,36685.28
2026-04-28,NIFTY 50,24049.9,24181.8,23957.05,23995.7,554134344,43390.29
2026-04-29,NIFTY 50,24096.9,24334.7,24059.95,24177.65,531122966,38035.47
2026-04-30,NIFTY 50,23996.95,24087.45,23796.85,23997.55,505520648,44420.83
2026-05-04,NIFTY 50,24063.55,24290.2,24004.75,24119.3,419069793,35790.21
2026-05-05,NIFTY 50,24052.6,24081.7,23882.05,24032.8,363297728,33650.36
2026-05-06,NIFTY 50,24171,24356.5,23997.9,24330.95,429190144,38826.87
2026-05-07,NIFTY 50,24398.5,24482.1,24284,24326.65,440621691,39529.1
2026-05-08,NIFTY 50,24233.65,24253.8,24126.65,24176.15,335887188,31217.1
2026-05-11,NIFTY 50,23970.1,23997.45,23799.1,23815.85,390108343,37404.28
2026-05-12,NIFTY 50,23722.6,23757.55,23348.4,23379.55,447518189,36200.59
2026-05-13,NIFTY 50,23362.45,23582.95,23262.55,23412.6,415359044,33693.48
2026-05-14,NIFTY 50,23530.25,23777.2,23426.55,23689.6,428735424,38828.33
2026-05-15,NIFTY 50,23731.4,23839.3,23610.3,23643.5,408864566,35052.32
2026-05-18,NIFTY 50,23482.2,23695.65,23317.1,23649.95,391968426,30029.02
2026-05-19,NIFTY 50,23675.3,23782.3,23587.2,23618,441953184,39325.73
2026-05-20,NIFTY 50,23457.25,23690.9,23397.3,23659,344050591,26163.78
2026-05-21,NIFTY 50,23830.05,23859.9,23596.6,23654.7,348183907,29930.79
2026-05-22,NIFTY 50,23671.2,23835.65,23671,23719.3,336108649,24993.16
2026-05-25,NIFTY 50,23940.25,24054.45,23922.85,24031.7,351224048,27301.94
2026-05-26,NIFTY 50,24004.1,24089.8,23885.45,23913.7,387932940,29835.11
2026-05-27,NIFTY 50,23880.35,23983.2,23858.25,23907.15,531572650,34903.35
2026-05-29,NIFTY 50,23902.15,24002.8,23484.75,23547.75,1198023438,101439
2026-06-01,NIFTY 50,23654.5,23733.7,23357.95,23382.6,421691204,33843.74
2026-06-02,NIFTY 50,23229.15,23556.95,23229.15,23483.55,511852817,43063.5
2026-06-03,NIFTY 50,23415.95,23459.65,23151.5,23405.6,450089851,36726.56
2026-06-04,NIFTY 50,23282.45,23465.3,23247.3,23416.55,412505524,32848.46
2026-06-05,NIFTY 50,23478.95,23516.35,23282.65,23366.7,366208223,28432.83
2026-06-08,NIFTY 50,23080.7,23267.3,23070.15,23123,375730763,26550.42
2026-06-09,NIFTY 50,23259.05,23279.4,23104.45,23242.1,402552937,32911.17
2026-06-10,NIFTY 50,23233.95,23425.35,23184.6,23214.95,380030627,31906.68
2026-06-11,NIFTY 50,23104.4,23327.45,23072.05,23161.6,362996956,28529.75
2026-06-12,NIFTY 50,23412.55,23645.35,23313.9,23622.9,351944432,29593.12
2026-06-15,NIFTY 50,23984.85,24011.4,23817.8,23853.9,398913735,34783.09
2026-06-16,NIFTY 50,23923.9,24002.6,23888.2,23989.15,327307262,27953.23
2026-06-17,NIFTY 50,24044.5,24108.2,23969.7,24085.7,352665809,26947.5
2026-06-18,NIFTY 50,24073.8,24189.25,24036.95,24168,339988612,28654.85
2026-06-19,NIFTY 50,23991.2,24047.2,23901.9,24013.1,447858148,40191.19
2026-06-22,NIFTY 50,24106.6,24168.05,24073.15,24102.9,252821156,21763.92
2026-06-23,NIFTY 50,24071.3,24135.5,23784.95,23824.1,340090069,28997.57
2026-06-24,NIFTY 50,23795.8,24090.05,23789.25,24021.65,395578738,31302.8
2026-06-25,NIFTY 50,24125.85,24261.6,24039,24056,448752143,40015.4
2015-01-01,NIFTY AUTO,8271.25,8326.75,8262.7,8318.8,21449649,619.45
2015-01-02,NIFTY AUTO,8322.6,8414.3,8322.6,8365.4,32745811,936.58
2015-01-05,NIFTY AUTO,8366.4,8510.6,8366.4,8467.95,68596722,1496.2
2015-01-06,NIFTY AUTO,8400,8400,8228.05,8248.2,60234157,1724.68
2015-01-07,NIFTY AUTO,8226.75,8282.65,8189.2,8254.7,55180125,1462.15
2015-01-08,NIFTY AUTO,8330.5,8406.3,8330.5,8397.3,55471881,2312.47
2015-01-09,NIFTY AUTO,8467.95,8476.75,8320.45,8397,37358973,1060.23
2015-01-12,NIFTY AUTO,8387.05,8422.75,8323.9,8409.55,27612972,1029.37
2015-01-13,NIFTY AUTO,8415.45,8462.15,8363.95,8398.8,28975113,1045.56
2015-01-14,NIFTY AUTO,8408.5,8483,8381.3,8427.7,29871862,1277.19
2015-01-15,NIFTY AUTO,8541,8655.95,8508.8,8614.7,31370311,1619.76
2015-01-16,NIFTY AUTO,8604.6,8640.05,8567.15,8623.6,38554511,1347.14
2015-01-19,NIFTY AUTO,8629.4,8704.6,8624.9,8694.9,23786423,1041.05
2015-01-20,NIFTY AUTO,8704.9,8769.2,8675.15,8760.9,25287270,1221.79
2015-01-21,NIFTY AUTO,8783.5,8809.95,8720.2,8779.95,44915038,1405.1
2015-01-22,NIFTY AUTO,8797.2,8857.05,8784.45,8842,33636057,1495.06
2015-01-23,NIFTY AUTO,8932.75,9001.55,8894.15,8983.1,37828373,1815.04
2015-01-27,NIFTY AUTO,9026.7,9110.5,9004.45,9099.6,31886427,2109.38
2015-01-28,NIFTY AUTO,9062.25,9093.45,8995.35,9043.15,46359902,1961.76
2015-01-29,NIFTY AUTO,9043,9062.8,8987.4,9049.7,59777173,1888.1
2015-01-30,NIFTY AUTO,9085.65,9100.55,8909.75,8930.85,41610496,1327.08
2015-02-02,NIFTY AUTO,8951.8,9004.75,8904.65,8976.1,31032764,1359.05
2015-02-03,NIFTY AUTO,9030.9,9058.75,8882.9,8919.7,36546525,1824.89
2015-02-04,NIFTY AUTO,8946.85,8946.85,8795.9,8812.5,24684303,1244.16
2015-02-05,NIFTY AUTO,8818.45,8890.75,8725.9,8749.65,28381454,1437.4
2015-02-06,NIFTY AUTO,8661.85,8669.95,8483.05,8496.3,36369930,1660.66
2015-02-09,NIFTY AUTO,8408.25,8408.25,8276.25,8294.45,47123923,1589.21
2015-02-10,NIFTY AUTO,8271.5,8478.7,8263.4,8436.05,62169228,1952.45
2015-02-11,NIFTY AUTO,8478.65,8532.2,8411.8,8514.15,41710477,1457.13
2015-02-12,NIFTY AUTO,8585.15,8677.1,8579.05,8654.3,41715585,2182.24
2015-02-13,NIFTY AUTO,8688.35,8770.7,8632.05,8759,36434134,1987.43
2015-02-16,NIFTY AUTO,8797.95,8880.95,8760.4,8792.55,32198870,1725.45
2015-02-18,NIFTY AUTO,8783.9,8899.5,8735.5,8884.85,49844680,4435.54
2015-02-19,NIFTY AUTO,8929.9,8967.4,8809.6,8871.65,46390468,2990.6
2015-02-20,NIFTY AUTO,8910.5,8927.35,8856.55,8874.65,28477472,1345.07
2015-02-23,NIFTY AUTO,8907.35,8916.5,8793.25,8804.15,26486494,1225.72
2015-02-24,NIFTY AUTO,8830.85,8831.15,8727.7,8777.7,32087371,1282.21
2015-02-25,NIFTY AUTO,8811.2,8838,8768.75,8781.3,24354373,1235.05
2015-02-26,NIFTY AUTO,8791.95,8796.35,8630.8,8640.7,37220248,2094.71
2015-02-27,NIFTY AUTO,8696.45,8866.85,8690.05,8841.8,30395253,4020.56
2015-02-28,NIFTY AUTO,8857.6,8978.5,8706.6,8935.35,36652791,1179.9
2015-03-02,NIFTY AUTO,9000.8,9028.2,8820.35,8919.55,48706383,1934.96
2015-03-03,NIFTY AUTO,8890.8,8890.8,8792,8838.8,32593397,1360.25
2015-03-04,NIFTY AUTO,8911.05,8952.9,8755.45,8777.85,35951610,1786.96
2015-03-05,NIFTY AUTO,8807.95,8839.65,8755.35,8825.65,28639618,1292.18
2015-03-09,NIFTY AUTO,8789.1,8804.55,8706.4,8727.05,26827852,1236.86
2015-03-10,NIFTY AUTO,8756.9,8841.6,8725.55,8756.4,33012435,1275.83
2015-03-11,NIFTY AUTO,8763.1,8805.5,8710.2,8761.5,32014558,1254.61
2015-03-12,NIFTY AUTO,8798,8870.05,8790.1,8851.65,24481146,1266.68
2015-03-13,NIFTY AUTO,8906.65,8906.65,8700,8721.75,36880681,1586.76
2015-03-16,NIFTY AUTO,8732.45,8743.35,8676,8697.85,27930759,1032.17
2015-03-17,NIFTY AUTO,8765.7,8857.95,8736.55,8807.4,52060480,1634.16
2015-03-18,NIFTY AUTO,8810.25,8812.3,8718.9,8748.75,23632804,1135.74
2015-03-19,NIFTY AUTO,8813.7,8846.6,8700.3,8719.55,26126195,1197.81
2015-03-20,NIFTY AUTO,8698.15,8698.3,8572.7,8585.95,28094300,1949.1
2015-03-23,NIFTY AUTO,8604.3,8656.4,8560.1,8597.8,18626567,951.48
2015-03-24,NIFTY AUTO,8599.65,8604.65,8463.35,8480.8,24213521,1213.06
2015-03-25,NIFTY AUTO,8511.7,8548.2,8485.05,8515.65,25823774,1368.79
2015-03-26,NIFTY AUTO,8451.7,8493.35,8364,8385.35,37383375,2081.8
2015-03-27,NIFTY AUTO,8415.1,8453.85,8312.4,8435,26156080,1207.16
2015-03-30,NIFTY AUTO,8487.4,8584.55,8456.4,8574.45,32219096,1060.72
2015-03-31,NIFTY AUTO,8605.8,8703.7,8573.85,8621.75,41827698,1450.47
2015-04-01,NIFTY AUTO,8622.1,8723.4,8598.55,8710.75,33570407,1315.42
2015-04-06,NIFTY AUTO,8749.5,8810.45,8706.95,8792,27005213,1297.45
2015-04-07,NIFTY AUTO,8813.65,8823.05,8715,8794.5,27130942,1068.35
2015-04-08,NIFTY AUTO,8843.45,8876.35,8823.65,8838.75,30006763,1373.13
2015-04-09,NIFTY AUTO,8867.45,8873,8781.7,8848.15,36899799,1328.78
2015-04-10,NIFTY AUTO,8852.25,8893.4,8832,8879,22787825,966.21
2015-04-13,NIFTY AUTO,8885.6,8888.15,8801.1,8817.85,27719563,1083.6
2015-04-15,NIFTY AUTO,8803.95,8803.95,8660.3,8682,33589960,1447.25
2015-04-16,NIFTY AUTO,8704.1,8730.15,8584.95,8666.4,25892974,1472.17
2015-04-17,NIFTY AUTO,8654.1,8658.7,8547.35,8558.2,22038556,1221.87
2015-04-20,NIFTY AUTO,8587.9,8589.5,8344.6,8398.6,28355076,1746.78
2015-04-21,NIFTY AUTO,8406.3,8444.3,8247.1,8284.9,30698660,1408.12
2015-04-22,NIFTY AUTO,8316.2,8317.7,8133.65,8280.3,27864258,1490.59
2015-04-23,NIFTY AUTO,8337.65,8360.05,8194.9,8228.8,28867131,1408.15
2015-04-24,NIFTY AUTO,8242.5,8250.3,8132.9,8164.45,29516929,1827.55
2015-04-27,NIFTY AUTO,8193,8205.55,8016.6,8118.65,35648162,2326.47
2015-04-28,NIFTY AUTO,8133.35,8334.7,8117.5,8315.4,34357640,1775.59
2015-04-29,NIFTY AUTO,8335.3,8341.4,8254,8278.5,28440444,1279.4
2015-04-30,NIFTY AUTO,8264.45,8265.4,8171.8,8188.2,49122244,2365.65
2015-05-04,NIFTY AUTO,8260.4,8350.3,8244,8330.2,40244385,1720.66
2015-05-05,NIFTY AUTO,8350.05,8381.75,8295.4,8327.2,24057655,1178.15
2015-05-06,NIFTY AUTO,8304.9,8314.6,8064.9,8089.85,34499811,1744.47
2015-05-07,NIFTY AUTO,8065.45,8102.75,7917.75,7986.25,40707212,1801.96
2015-05-08,NIFTY AUTO,8060.5,8212.25,8058.1,8199.25,27809525,1513.9
2015-05-11,NIFTY AUTO,8273.1,8439.05,8273.1,8427.55,41768288,1676.71
2015-05-12,NIFTY AUTO,8422.7,8422.7,8256.05,8277.5,61323141,2047.76
2015-05-13,NIFTY AUTO,8348.95,8448.6,8269.2,8413.4,55575933,2193.76
2015-05-14,NIFTY AUTO,8404.45,8495.65,8307.2,8485.5,35435926,1549.48
2015-05-15,NIFTY AUTO,8508,8570.8,8498.5,8539.55,29914270,1282.66
2015-05-18,NIFTY AUTO,8537.75,8614.05,8494.65,8600.05,26501022,1406.01
2015-05-19,NIFTY AUTO,8579.25,8637.5,8513.95,8531.3,26001796,1432.23
2015-05-20,NIFTY AUTO,8554.05,8582.4,8465.85,8484.8,27544591,1829.22
2015-05-21,NIFTY AUTO,8498.15,8554.65,8462.7,8549.6,29246472,1840.92
2015-05-22,NIFTY AUTO,8560.25,8589,8531.15,8581.65,22421526,1223.48
2015-05-25,NIFTY AUTO,8557.7,8622.9,8533,8565.1,17042424,1157.71
2015-05-26,NIFTY AUTO,8575,8578.9,8520,8548.15,21523103,1542.86
2015-05-27,NIFTY AUTO,8410.7,8447.45,8347.15,8369.9,34298711,2053.64
2015-05-28,NIFTY AUTO,8392.8,8427.4,8329.05,8379.3,36447123,2399.15
2015-05-29,NIFTY AUTO,8398.6,8556.15,8351.2,8536.75,44463665,5634.41
2015-06-01,NIFTY AUTO,8527,8548.8,8465.6,8509.35,22243573,1324.23
2015-06-02,NIFTY AUTO,8515.35,8521.25,8308,8325.05,27439454,1496.88
2015-06-03,NIFTY AUTO,8314.8,8321.75,8108.6,8191.6,33223403,1458.97
2015-06-04,NIFTY AUTO,8193.05,8195.9,8064.4,8130.45,26795771,1659.86
2015-06-05,NIFTY AUTO,8089.55,8160.15,8046.9,8092.3,28505738,1307.18
2015-06-08,NIFTY AUTO,8085.5,8085.5,7988.75,8006.15,22993978,1147.54
2015-06-09,NIFTY AUTO,7968.05,8014.65,7934.6,7953.65,28112385,1609.52
2015-06-10,NIFTY AUTO,7963.35,8120.6,7948.4,8104.05,27782707,1456.65
2015-06-11,NIFTY AUTO,8137.6,8137.6,7892.5,7909,35939982,1443.1
2015-06-12,NIFTY AUTO,7889.7,7925.25,7843.45,7905.25,25924119,1238.84
2015-06-15,NIFTY AUTO,7939.95,8026.65,7919.4,7996.2,21460602,1077.06
2015-06-16,NIFTY AUTO,8015.55,8116,7947.5,8090.85,20334544,1122.07
2015-06-17,NIFTY AUTO,8130.15,8204.7,8066.65,8160.95,25337996,1548.18
2015-06-18,NIFTY AUTO,8175.65,8269.2,8157.7,8258.65,27663941,1329.99
2015-06-19,NIFTY AUTO,8277.75,8356.5,8253.35,8305.35,28037704,2003.98
2015-06-22,NIFTY AUTO,8337.8,8412.95,8337.8,8400.7,20192078,1128.32
2015-06-23,NIFTY AUTO,8414.45,8444.25,8375.65,8405.8,24742577,1123.53
2015-06-24,NIFTY AUTO,8429.15,8429.15,8301.9,8326.95,27384866,1321.26
2015-06-25,NIFTY AUTO,8304.8,8420.95,8295.55,8395.95,39800224,1914.86
2015-06-26,NIFTY AUTO,8397.9,8459.1,8359.9,8447.2,26233471,1120.54
2015-06-29,NIFTY AUTO,8285.75,8340.85,8220.55,8325.05,27829114,1329.09
2015-06-30,NIFTY AUTO,8328.45,8391.7,8301.15,8383.25,30579544,1438.78
2015-07-01,NIFTY AUTO,8401.3,8519.45,8375.15,8482.45,31128933,1433.54
2015-07-02,NIFTY AUTO,8508.8,8582.15,8481.7,8528.6,30541920,1508.79
2015-07-03,NIFTY AUTO,8552.9,8586,8475.25,8493.5,19497647,1358.04
2015-07-06,NIFTY AUTO,8380.05,8536.2,8375.55,8517.95,21478330,1182.13
2015-07-07,NIFTY AUTO,8540.55,8566.65,8457.35,8488.9,23959319,1165.44
2015-07-08,NIFTY AUTO,8415.5,8415.5,8265.7,8287.3,34755205,1634.22
2015-07-09,NIFTY AUTO,8276.65,8313.95,8240.9,8248.55,20993423,1060.15
2015-07-10,NIFTY AUTO,8273.25,8301.8,8214.7,8234.1,26409036,1430.83
2015-07-13,NIFTY AUTO,8292.75,8377.7,8233.95,8370.75,24482428,1259.33
2015-07-14,NIFTY AUTO,8393.5,8393.5,8268.15,8305.7,36337975,1293.5
2015-07-15,NIFTY AUTO,8321.75,8415.85,8320.35,8403.2,40201691,1557.69
2015-07-16,NIFTY AUTO,8410.15,8446.25,8406.75,8434.55,21275653,999.87
2015-07-17,NIFTY AUTO,8461.05,8496.8,8407.65,8473.9,24268475,1030.45
2015-07-20,NIFTY AUTO,8509.1,8512.1,8461.9,8476.35,29050065,926.91
2015-07-21,NIFTY AUTO,8484.3,8516.45,8420.15,8440.45,37138177,1049.64
2015-07-22,NIFTY AUTO,8431.2,8562.3,8406.85,8538.8,27259666,1279.76
2015-07-23,NIFTY AUTO,8561.15,8610.15,8522.85,8581.35,36618325,1765.37
2015-07-24,NIFTY AUTO,8567.95,8576.8,8457.6,8472.05,25188827,1211.16
2015-07-27,NIFTY AUTO,8433,8433,8294.2,8305.65,31993468,1595.56
2015-07-28,NIFTY AUTO,8316.75,8329.6,8236.8,8259.5,37535044,1753.01
2015-07-29,NIFTY AUTO,8307.45,8381.9,8286.3,8368.9,35853150,1628.71
2015-07-30,NIFTY AUTO,8434.6,8476.7,8370.95,8387.5,40353701,1626.87
2015-07-31,NIFTY AUTO,8433.1,8566.2,8425.2,8544.85,37125313,1534.42
2015-08-03,NIFTY AUTO,8572,8647.05,8541.8,8609.65,28145857,1709.04
2015-08-04,NIFTY AUTO,8655.1,8720.3,8576.5,8703.6,43815845,2287.62
2015-08-05,NIFTY AUTO,8727.25,8840.35,8719,8795.45,33627270,1844.2
2015-08-06,NIFTY AUTO,8799.85,8813.15,8727.6,8796.95,30064525,1423.28
2015-08-07,NIFTY AUTO,8789.1,8862.4,8772.95,8803,37244878,1745.21
2015-08-10,NIFTY AUTO,8762.55,8837.35,8712.5,8745.6,32909769,1439.37
